song_id,artist_id
630594552,464
451953022,11641995
1113719972,162540
94438296,4049689
645326432,1191615
666903032,5569112
2575052,6057
11288971,9397
682600172,160733
1219050562,11506617
384759911,12901835
812497192,4390053
1121212882,68221232
562487,160
378114211,1191615
413501902,4835451
4097332,2025
103032408,447298
686020062,10583405
15742367,436
1022184912,156726
3868474,6147
1095802182,7805012
3276708,1798
682608642,1219587
661573222,7327640
742529452,10919522
714113452,12896823
677232,92
952900912,5497121
731783532,7627172
2496601,9123
2279352,2792
2794416,2961
583114552,10052642
141822951,4999707
7045619,4792
545793672,74831
439939242,256922
902673682,10286020
470700372,4397349
561598122,99345
505633342,286389
822055582,8883070
526885832,4390053
2503284,3128
884923942,1374600
1100764912,53156422
748517162,1160382
1643032,115959
92720006,115
4677572,4699
144398550,4789436
75574202,161909
542985862,57613772
576851242,8909272
366455951,868
14635513,1725
14952170,370898
71590750,6
1102187892,767387
739421512,1424821
1001092862,9386320
1071071842,54941402
91018321,4938
119305798,9857002
384164731,5951728
602456552,7543848
71828723,338
497537152,7511588
563752662,4269318
1169192772,1429841
110956534,296861
13212285,1002
857338042,89657
15401790,16016
1016968502,14456487
39496421,204007
95654712,363102
561756292,5292512
3211342,2276
3496870,2320
349748891,54048442
142832892,380955
657085202,52876842
948011072,4023522
1236561122,5817516
714189272,67304552
1152827552,292949
564117412,7150049
13791935,415
2505668,166
69959542,1626
580936,595
93113990,7322522
929500072,8650570
14836166,510086
115744994,805
3166602,596
394294612,5622072
543139482,13704
122019242,71513
70403437,4448485
579893372,416239
763124262,61474832
16790746,452964
121715378,5304
717723342,4104927
912532812,7042927
935601702,495889
701934102,647800
76687530,873963
3317675,16230
647664382,6749039
1242856682,88733572
530231361,4999707
975321512,463067
671559442,9930130
1009464842,99557612
667640812,164818
862596392,6311
1038758492,1702209
1118327962,14621667
1017609192,82264
615067672,15014373
555960122,5837720
837826262,386709
98237584,197711
978387002,1074021
739421462,1424821
1155579082,12487862
123220342,315082
133584954,8657430
101295382,3150221
71587199,135957
814896532,50415902
698843302,11971
714554,14044
121105770,244332
1179560932,116776302
2315680,66
977709002,84292982
70106520,4050205
4833729,9662
493155482,14951687
1200471622,54330242
618159442,12208250
1067076,2729
135641836,3062
379609971,4794265
724908832,13499081
903698352,4860761
482681672,74463
530594631,405011
648136822,5817388
983545552,9945222
140869465,4101559
601314952,55514812
968871382,73133
136331756,3520
953010752,4611283
117640922,1048985
10253276,71991
2553265,145
1225896992,1035779
69838319,4494097
978423392,12422192
556687212,7894558
653759792,7185748
916445,13
1096943792,16989
62119135,75001
14193963,243284
749846,2890
102162166,1624705
123366140,339209
1109585812,82239742
1170050002,85082932
1083804662,308440
120216310,4944289
532944592,13421075
605647602,1630
623719292,1701297
825246452,242123
1028498502,563882
1305667,1342
65626231,1560
4254555,13666
3156221,966
1018084562,12896823
648777902,61554532
113941554,4539853
675287572,7327640
63510362,416239
590781,55596
885027552,7660734
618928122,412332
67450375,149182
74249000,3311
128455985,9844212
903701542,63519802
812457492,1440
1162771122,115379622
1005915462,48983061
1044791832,9064930
3538904,4939
1050306812,246791
1014186952,436733
898322262,304545
728781162,4114040
546004,69613
1012504022,5297021
1194927912,59007352
75212653,1765
1094253662,85073122
1206297902,14548835
13129211,259
764614632,3881631
744440552,1801
1005887802,80414772
402865142,89657
853219452,4448630
6048740,160
2603558,75491
138780397,16937
3232936,86548
76991389,1220976
13304266,1401721
408469742,5620251
1087731,8708
1229981142,9884966
1182975482,183727
1182328292,5278078
1197046402,7846452
851340792,56054932
13459071,412
1234531062,3520
62978141,170482
615646952,4108232
889804982,10936002
139876239,1062
819236912,13923487
684037542,1432318
821375822,10416884
1119026272,63734
954970,110592
18111928,810
1146316,4113
677219,92
1108069562,50552412
144949268,7101343
71246606,3881631
122452864,973
395899772,315082
1126097592,111838002
420850862,10583405
424783092,8691
82265248,276
574605042,304545
826347632,13589659
1057674452,4495513
782662182,56741282
449119782,5417614
567325,35
1226753152,331334
1200013332,58568762
598211832,9068122
62724015,429675
4764905,280627
12206946,412
630594512,464
1103264652,5251827
15390370,244675
1133880232,319148
943927882,121584
1073020642,96861692
884025,180
1196744612,4963529
407592552,12898749
1156057172,114758502
603830132,14226477
1060686552,75491
684231572,12105542
4813808,4140434
739425532,243761
1221309792,8405214
11238117,2554
1575389,254
3155488,412
750652972,7208392
811667422,64578
511875662,4492087
15408620,160
1161009852,12526056
65327299,4508277
4682274,315031
658146832,5196
1205106282,7365500
1228922632,256681
928446292,12173602
549330482,14567
2264738,1020109
1111752562,13534745
943685872,92892662
913790762,1106272
984100,2851
78106687,432247
1110659422,10505453
575885302,5848618
509613592,14493
665397422,7704646
876196932,288166
1110063432,110264442
127676539,176977
451648352,8156852
60747032,2179
636357862,51907152
1178599842,82264
1132126702,112413882
727924692,59070642
144388354,3029951
828328512,15326
1095812312,4022422
1048570,69735
72314411,363176
145424772,392230
137727491,13576
126368137,5340439
1196780842,1971601
572761302,1646315
81670582,454444
1785727,16238
128945722,6815
362722541,162540
903253532,88341442
1024105342,4751770
754164092,168126
924652282,61474832
570755172,13257881
65036987,4489294
54492111,3400461
3155093,931
553571922,752
616706812,5170174
922924182,8719870
1169603672,50633822
1136301352,2848
647236792,61362082
15517376,13408
83151634,1380
1088352972,1352
70466228,415
96818170,4768753
2151348,761
96167984,1414528
851869972,5382747
506373852,985154
79621452,2162
505513002,11142002
10958802,2096
1079157612,1589841
730674192,253980
3132734,1033
127550633,2162
553801632,267
128521461,5025
608410192,10583405
661124042,1622509
133517142,1002485
7117058,12109
66316729,190362
1057017922,5815787
2527283,152180
7675133,1319
1179774102,1191615
13350343,74478
118340614,5072859
691125112,1412564
1201228832,524448
900556242,10426250
2523559,3044
130273118,3452
1100957962,12674651
1097723552,66228482
1162967572,13962203
2649330,8715
141775043,11901383
23763801,356932
12191416,305446
1137703372,8909272
397404482,1215909
1203789322,3638541
1091006162,345055
444927472,4252576
739438612,12422192
109593646,6292626
1171713122,2272071
676934,92
608444262,67443
655095982,9635624
137275222,16072
129672726,71513
16613008,147350
1089171482,9767608
75474935,460250
107832286,8910686
93995638,8321
682078172,368
853219422,4448630
1094377132,9166394
1099627532,8823878
479801712,5542343
722595,2945
72114484,6815
132929042,5542343
1115337752,5250480
704714382,1018354
136336116,429675
13651710,384236
731498882,554792
7375558,1020109
134945408,873890
1106217502,107316192
587160,148416
1111752802,4611283
633093182,10592069
387610241,11420468
2487700,1060
1087667882,434
1137873092,51964712
5960435,379557
15391618,483
1127756052,62777772
1130926172,8793
395728132,566
786778,4011
1107546732,12170972
1196798062,256681
411130492,12406950
432957992,5462679
1049856442,4338602
15425493,75156
1401559,101769
876213772,50875182
1171387022,259729
516479922,1381339
498293412,3705
1137703352,8909272
394503992,2667
46473141,1034819
1056572532,71093832
938976472,7068771
1095137892,11559031
3599709,705
76895778,5638523
952689692,12142
1030607602,202
1082526322,90159532
99496236,1563470
1030542972,1420
595074062,13204
554090052,15152493
829018512,4841158
1090120092,2331311
6416115,7018
763124462,61474832
893595152,64579
137727929,313
686188172,9206710
852124522,7402526
1033671912,123503
422617012,8650
68908956,685
63282069,4332416
967669532,13312017
1171527,5929
137199456,16275
681898432,12992573
730096772,4051519
7591674,352219
130445290,64579
405803912,9459466
1198693322,352336
3960801,2731
818815932,10803948
908604612,4050205
16668499,459578
90972855,14001
1215660372,9845706
554703,102
1225307892,144446
820733992,162665
1056313652,10580067
83141826,534
605378172,12435342
950767082,4319377
537433822,49710192
600107952,1191615
896643512,4876653
723000812,362326
847637172,292185
880815062,62312932
1094939552,428675
2606234,622
734563122,1362735
790937,11907
1062115492,4959736
528819051,2397
106506514,4050205
627421182,230
98086362,985109
832734,1222
66275202,186930
3863099,6123
134982070,482
983250,633
628312662,1232997
3289350,750
1111873272,1597464
934723382,91757752
1226800772,1351022
767583072,4495513
33207701,13561
667051362,6081632
1093313332,8706544
1107320242,2005781
1122999522,12874
354918011,9197980
1006151452,7068771
601900832,228
625660042,5061092
1140787682,4322111
645682362,9334770
1068783642,12526056
81263830,4539853
872538312,433730
1225473152,12308342
438383862,402
420827872,3469
708734632,459
607166182,534771
4603411,259
136806222,5947658
1069004042,61892792
13290424,451815
914897052,15050015
453205272,89657
532759592,1572753
1117315972,110952922
917611292,11884111
1093330202,15029771
405397352,6982223
116944214,1113629
447442602,5631524
1097366392,10803980
139691451,10189104
4185674,133
1173367512,1342
1197592562,542
699805592,311820
83923357,524448
1089479842,4803754
842200572,50385212
564955,70300
638665,69171
840362442,464904
1220391502,308590
753387942,10385666
1122450992,10583405
109843292,177
3164129,132433
511053892,1188
846699,535
562774642,647650
14597806,186
101764799,1412564
953602,6603
1114768942,4419187
757592732,10620
812261592,98213
591330932,1648605
468390352,5870438
79022595,4390053
1196739062,6032634
1180071292,1324992
1015907322,65303292
10290953,632926
14525086,3098
3456566,3251
3106505,892
606997632,9539088
688443152,4068
962171992,1058783
1062639092,12837889
1120361182,8706544
996167382,57195632
132560836,71264332
1129583772,4611283
15099639,66388
1054212762,12956877
378395461,1346116
89397253,6173760
807552652,5895828
933137952,78935
1123836962,54330242
640575852,7822654
903771442,50633812
773430832,1723081
960695062,47
1143976622,66371002
55861991,303837
704072222,9143
637341882,96939602
114363310,67672
928871132,5078097
841310312,1562681
951557772,104154
1060127832,7068771
1164868222,8821490
946545682,350678
951371292,6032634
886420012,1520407
916412,13
1008443652,6358380
653550052,6701127
119843620,17262
970942952,5569112
1190847582,49868042
1163248072,98513552
2265596,1796
89735915,545
441710382,58585
2281066,718
15418551,10226
1033696952,12350516
1054645682,103103
952040182,13523
858008,927
502755402,3198
1007250992,388973
585378692,6623074
16645498,403601
799496602,9721642
889550882,10583405
100928262,97242
1063957682,6982223
822692642,11242224
142028947,14117275
59123751,3933641
5847914,1222
471474302,9775042
3120272,1454
924804312,4585702
85495804,5461960
6269384,161947
2476393,4419
1148585682,6043160
70322132,1182
5221339,346824
81111410,2890
410053342,10286020
134817046,64345
3527318,3537
1137582072,86901372
79051391,881767
755831402,58624
684441642,11573699
1225012852,121611582
1130771742,51204222
59509561,259
696079552,67579582
1019925012,864
142820632,881751
651880942,5234992
114313210,1191615
3310797,241206
97541516,276228
1086722842,5835993
17360732,290
15475926,45
144540580,4771546
912486,163
1107946882,5942214
37734411,92
1182147722,102292742
1080617062,288166
429919012,16124
102508076,4337
1194496112,463886
699056232,15166511
81363212,2792
3731928,3111
608710042,49111721
17199762,80747
13935410,2047421
135063712,9662
6301712,16445
516396132,9956746
63480988,169
1063535222,794505
1142359,8713
1197021742,116431
441178822,9635624
546232082,185131
135438964,71513
509616172,92773
136664678,10602761
823093242,1191615
1165899,400004
13132639,566
13623340,74309
80606366,15055
141154243,7860808
132715130,599
92720160,115
63945746,5189
1173715872,11711835
540741032,381419
679209382,3881631
2293797,719
57631781,1028626
13304596,298143
1162967532,13962203
623714082,4973893
128706951,4746199
36582001,574
955473352,390
551404632,4611283
732890,204
12835407,8347
685828482,14691
88252935,1181430
1159055442,92734422
579894432,1176900
497274152,13839
6614214,844
513879192,10218968
4727552,318164
827408602,57448112
1046116942,559229
709727082,555816
926719352,49914012
136334560,129
6080021,133049
1097130172,58559502
922924282,8719870
1064023912,105411412
1108716692,13286961
